gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,grade
Female,4.52,65.92,59.26,81.85,79.22,97.47,Yes,Yes,High School,7.94,B
Male,8.6,59.25,42.3,75.08,42.4,89.38,No,Yes,Bachelor,8.75,C
Male,1.0,82.39,54.51,63.61,77.78,14.53,Yes,No,Bachelor,6.57,C
Female,2.52,92.21,47.23,76.03,30.74,55.18,Yes,No,Bachelor,5.37,D
Male,1.27,87.09,46.01,26.8,51.76,17.11,No,Yes,Master,5.77,D
Female,3.95,71.84,49.78,83.25,66.18,81.01,Yes,Yes,Master,7.2,C
Male,9.17,46.15,42.67,40.87,53.32,43.54,Yes,Yes,PhD,4.7,D
Male,1.87,82.59,76.74,74.23,78.58,92.08,No,Yes,Bachelor,5.76,B
Male,6.46,61.77,70.6,33.55,66.59,14.9,No,No,High School,7.63,D
Male,5.06,45.14,75.39,33.58,97.18,76.06,Yes,Yes,High School,6.87,C
Female,9.45,90.55,54.06,27.67,55.05,45.94,No,No,Bachelor,4.31,D
Male,2.1,60.29,83.88,93.27,80.53,34.14,Yes,Yes,PhD,6.48,B
Female,2.91,53.09,39.07,70.34,88.51,56.57,Yes,No,High School,6.62,C
Male,1.27,92.29,69.98,52.15,47.75,53.69,Yes,No,PhD,7.5,C
Male,4.91,94.13,49.28,84.08,82.79,41.39,Yes,No,Bachelor,4.05,B
Male,3.5,60.34,66.93,71.96,57.53,68.4,Yes,Yes,Master,6.14,C
Male,8.83,61.29,52.65,71.51,39.01,69.52,Yes,Yes,High School,8.43,C
Female,6.44,74.78,85.34,61.53,30.26,16.94,Yes,No,PhD,4.13,D
Female,6.53,84.01,92.39,25.59,82.06,63.59,Yes,No,Master,7.36,C
Female,5.79,43.79,81.98,44.38,43.04,73.97,Yes,Yes,PhD,5.12,D
Female,1.83,75.6,42.29,33.18,33.58,16.83,Yes,Yes,Master,5.94,F
Male,5.01,97.17,49.24,74.68,64.8,69.32,No,Yes,Bachelor,8.42,C
Female,10.0,55.73,94.36,43.65,54.27,82.36,No,Yes,Master,5.81,C
Female,8.52,94.53,60.61,58.76,78.43,84.87,No,No,High School,6.73,B
Male,9.04,97.01,95.88,51.51,37.52,13.75,Yes,Yes,Bachelor,4.45,C
Male,8.41,56.15,57.47,35.74,39.29,72.77,No,Yes,Bachelor,5.62,D
Male,1.93,85.25,96.62,96.88,58.29,81.73,Yes,Yes,High School,4.71,B
Male,3.05,54.33,94.8,95.01,66.43,45.71,No,Yes,Master,6.81,B
Female,1.03,84.26,76.24,31.35,87.69,58.86,Yes,Yes,Bachelor,6.3,C
Female,3.73,87.85,30.62,87.05,70.99,33.86,No,Yes,Bachelor,5.32,C
Male,1.98,54.83,58.02,61.63,93.18,37.92,No,Yes,Bachelor,9.0,C
Male,5.26,82.95,93.79,83.03,45.24,55.15,Yes,No,PhD,4.77,C
Male,7.09,88.73,91.96,36.34,71.74,23.6,No,Yes,High School,8.13,C
Female,8.87,61.51,43.12,34.92,75.87,43.35,No,No,High School,4.18,D
Female,7.74,50.06,57.94,91.81,80.81,37.13,Yes,No,Bachelor,8.23,B
Male,9.45,45.52,88.49,92.34,99.21,31.44,Yes,Yes,Bachelor,6.38,B
Male,1.49,74.52,70.45,59.94,62.76,53.55,Yes,Yes,High School,8.14,C
Female,1.11,98.69,89.31,90.26,55.85,85.48,No,No,Master,7.74,B
Male,6.95,89.38,87.86,75.06,89.65,31.8,No,No,Bachelor,6.86,B
Male,3.6,66.15,93.52,38.88,42.38,69.38,No,No,PhD,5.86,C
Female,3.28,72.2,38.21,49.67,32.59,32.88,Yes,No,High School,7.33,D
Male,3.98,56.77,40.17,35.2,61.05,22.79,Yes,Yes,Master,8.16,D
Female,3.43,49.78,35.8,83.05,47.3,94.9,Yes,No,Master,6.52,C
Male,5.6,68.92,95.47,98.89,57.76,66.99,No,Yes,High School,6.07,B
Male,4.96,67.81,63.26,65.98,99.03,19.41,No,No,PhD,4.71,B
Female,5.61,71.32,34.5,74.19,54.39,66.94,No,No,Bachelor,8.48,C
Female,7.05,97.17,52.51,80.96,79.56,25.87,No,Yes,High School,5.34,B
Male,4.48,76.23,54.6,41.82,47.53,89.9,Yes,No,PhD,4.62,D
Female,3.26,76.35,86.67,50.2,51.24,32.27,No,No,High School,4.33,C
Male,2.5,47.68,81.48,55.92,47.02,82.61,No,Yes,Master,7.75,C
Male,4.15,99.79,78.26,69.59,70.05,27.93,No,No,Bachelor,7.37,B
Female,7.68,86.37,31.53,88.79,45.83,60.25,Yes,No,Master,4.6,C
Male,7.81,92.63,93.75,44.07,80.29,92.11,No,Yes,High School,6.65,B
Male,7.0,64.86,45.09,60.32,77.62,36.64,No,Yes,PhD,4.76,C
Female,3.11,70.13,74.03,81.37,59.49,17.33,Yes,No,High School,5.92,C
Female,6.29,71.33,34.33,31.55,31.79,59.73,Yes,No,Bachelor,7.91,F
Male,6.14,51.65,35.71,63.47,31.59,25.51,No,Yes,High School,5.14,D
Female,5.36,81.37,30.67,35.83,67.3,75.55,Yes,Yes,High School,4.14,D
Female,5.95,94.18,69.61,65.44,88.74,63.17,No,No,Master,4.97,B
Female,5.43,49.82,74.06,82.59,71.92,41.17,Yes,Yes,Bachelor,6.0,C
Female,6.09,45.18,33.53,42.77,60.5,73.51,No,Yes,High School,5.21,D
Male,7.44,84.29,50.33,88.71,91.75,31.47,Yes,No,Bachelor,7.61,B
Male,1.99,56.39,89.6,50.11,43.79,92.53,No,No,Bachelor,7.95,C
Male,7.75,77.43,37.09,39.31,55.16,41.22,Yes,Yes,PhD,5.2,D
Female,2.22,81.75,45.16,59.9,69.57,78.67,Yes,Yes,PhD,5.34,C
Female,1.6,59.31,59.71,90.71,50.42,33.27,No,No,Master,6.8,C
Female,9.78,88.91,88.96,30.17,99.84,74.33,Yes,Yes,Master,7.76,B
Female,9.61,73.0,47.84,49.57,61.66,12.84,No,No,PhD,8.8,D
Female,1.54,92.14,99.8,73.99,33.62,36.6,Yes,Yes,High School,5.5,C
Female,4.99,85.8,54.87,51.82,42.33,18.36,No,No,High School,8.56,D
Female,2.68,92.11,57.05,30.31,67.27,50.61,Yes,No,Bachelor,4.91,C
Male,5.37,41.21,38.55,49.9,68.5,49.16,No,No,Master,4.21,D
Male,8.47,54.61,77.61,86.57,98.89,42.31,No,No,PhD,7.96,B
Female,9.56,45.4,47.04,97.6,72.0,98.31,No,Yes,High School,6.39,B
Female,6.71,66.52,74.02,27.98,76.66,31.97,No,Yes,PhD,4.38,C
Female,4.19,93.4,45.62,67.7,44.96,81.19,No,No,Bachelor,4.36,C
Male,6.43,68.05,57.15,32.9,37.48,50.27,No,No,PhD,4.07,D
Male,3.81,90.98,89.97,76.03,72.14,40.13,No,Yes,Bachelor,5.53,B
Female,9.19,59.63,81.72,25.59,90.54,28.31,No,Yes,Master,7.68,C
Female,8.83,60.37,40.82,26.11,71.12,67.01,No,No,High School,7.33,D
Male,6.02,93.73,72.54,83.27,60.99,40.03,Yes,Yes,High School,9.0,B
Male,3.92,65.55,74.0,30.58,70.47,83.16,Yes,Yes,High School,6.97,C
Male,3.64,87.39,36.34,47.89,62.81,97.16,No,Yes,Master,4.55,C
Male,1.3,54.2,62.61,96.85,39.93,30.44,No,No,Bachelor,8.89,C
Female,8.34,96.93,48.25,98.89,81.88,21.58,Yes,Yes,High School,7.46,B
Male,5.05,74.47,62.7,37.11,67.31,38.4,Yes,Yes,Master,5.87,C
Male,3.93,85.56,84.39,67.07,57.95,52.04,No,Yes,High School,5.23,C
Female,5.24,45.37,41.08,66.94,69.17,37.09,Yes,No,High School,5.11,C
Male,8.37,69.56,38.63,58.93,46.89,97.34,Yes,No,Master,8.78,C
Male,2.12,94.06,48.85,94.35,59.96,80.13,No,Yes,High School,6.1,B
Male,8.72,92.62,96.66,81.55,73.57,96.95,Yes,No,High School,6.43,B
Female,9.08,42.81,82.35,82.34,45.83,43.59,No,No,PhD,8.18,C
Male,9.52,58.22,31.36,45.22,82.43,37.42,Yes,No,PhD,8.82,C
Female,4.58,66.6,58.07,57.57,66.47,46.66,Yes,No,Bachelor,4.02,C
Female,2.95,50.34,48.02,61.56,90.32,57.06,Yes,Yes,Master,8.95,C
Male,4.36,83.8,74.67,47.42,89.31,76.74,No,Yes,PhD,4.38,B
Male,4.0,51.07,62.15,32.11,64.62,89.3,No,No,PhD,8.18,C
Male,2.59,60.8,97.51,34.48,43.68,51.69,Yes,No,High School,8.75,D
Male,6.47,79.8,45.33,38.55,81.56,36.03,Yes,No,PhD,6.81,C
Female,5.29,68.93,71.15,40.27,59.31,38.7,Yes,No,Bachelor,6.76,C
Male,8.79,84.31,79.01,43.17,71.62,72.73,No,Yes,High School,7.35,C
Male,1.29,97.67,87.79,44.16,37.51,61.08,Yes,No,High School,5.76,C
Male,6.79,46.99,58.49,59.18,74.21,53.78,Yes,No,Bachelor,4.83,C
Female,7.87,82.57,78.08,63.22,56.15,28.25,Yes,Yes,High School,4.33,C
Male,7.84,53.82,51.22,48.17,53.39,88.79,Yes,Yes,Bachelor,8.41,C
Male,8.97,64.87,60.48,93.05,98.59,80.29,Yes,No,Bachelor,6.74,B
Female,7.56,41.97,92.69,66.49,60.27,22.66,Yes,No,Bachelor,7.47,C
Female,9.35,48.15,96.49,84.06,77.46,43.06,Yes,No,PhD,5.66,B
Male,3.99,59.19,80.32,94.32,73.94,58.79,Yes,Yes,High School,8.04,B
Male,5.53,60.52,56.2,37.24,37.3,50.89,No,No,Master,5.75,D
Male,1.13,93.98,87.4,57.09,82.35,45.8,No,Yes,PhD,4.15,B
Male,1.06,84.51,31.81,57.49,52.62,74.69,No,Yes,Master,5.68,C
Male,3.16,98.33,37.19,51.59,85.93,14.91,Yes,No,High School,8.25,C
Female,1.91,75.94,76.3,25.67,72.53,52.43,No,Yes,Bachelor,8.38,C
Female,3.34,54.5,50.39,86.2,52.2,33.6,No,Yes,Master,8.67,C
Male,2.59,59.66,96.6,33.37,54.94,17.62,Yes,Yes,PhD,6.5,D
Male,1.26,59.19,60.52,99.66,81.21,51.84,No,Yes,Bachelor,8.78,B
Female,9.18,59.59,60.06,82.97,68.5,25.42,Yes,Yes,Master,6.5,C
Male,1.07,80.38,77.47,68.5,76.78,33.24,Yes,No,High School,4.77,B
Male,7.62,71.85,83.73,36.6,41.08,55.63,Yes,Yes,Master,6.51,D
Male,2.37,63.13,63.29,63.65,85.09,97.63,Yes,Yes,PhD,8.34,B
Male,9.21,48.95,44.98,44.58,52.43,71.58,Yes,No,High School,7.93,D
Male,9.04,41.33,84.13,43.92,73.39,35.17,No,No,Bachelor,6.17,C
Female,6.89,53.13,52.42,87.21,38.03,44.42,No,Yes,PhD,5.06,C
Male,7.05,46.45,42.26,53.55,52.5,46.55,No,No,Bachelor,6.91,D
Male,1.05,87.13,74.21,58.8,75.42,23.83,Yes,No,High School,8.66,C
Male,9.86,46.75,36.33,88.22,49.19,24.46,No,No,Master,4.89,D
Female,8.9,83.45,97.99,31.58,91.62,23.36,No,No,PhD,8.14,B
Female,9.06,63.14,74.27,69.6,76.29,56.95,No,No,Bachelor,4.74,B
Female,6.93,44.4,99.01,68.37,90.92,70.68,No,Yes,High School,8.6,B
Female,4.1,88.76,53.72,56.89,57.68,63.16,No,No,High School,7.47,C
Male,9.04,74.78,97.98,87.23,32.38,98.0,No,No,Master,4.55,B
Female,3.62,54.15,40.19,95.72,70.33,21.33,No,Yes,PhD,5.01,C
Male,6.06,93.68,32.85,59.9,53.74,98.78,Yes,No,Master,8.63,C
Male,1.9,42.72,32.31,59.21,61.37,52.0,No,Yes,High School,6.54,D
Female,9.3,52.11,62.54,62.65,77.68,29.68,Yes,No,Master,6.27,C
Female,2.27,85.12,35.81,79.23,79.05,94.9,Yes,Yes,PhD,4.29,B
Female,3.02,82.56,65.85,75.1,31.93,52.18,No,No,High School,4.42,C
Female,6.02,57.36,52.93,41.71,83.85,41.26,No,Yes,Bachelor,7.46,C
Female,7.88,43.72,53.49,29.79,64.55,29.24,Yes,Yes,High School,7.88,D
Male,6.57,91.48,74.49,96.19,68.97,34.11,Yes,Yes,Master,8.34,B
Female,3.09,58.82,41.42,44.58,50.86,98.13,No,Yes,Master,6.51,D
Female,1.01,51.74,83.66,72.89,59.46,37.36,No,No,Master,5.64,C
Female,7.81,70.96,70.74,87.13,79.73,98.0,Yes,No,Master,7.13,B
Male,9.87,94.61,94.05,47.52,84.37,39.72,No,No,High School,7.09,B
Female,8.29,42.61,55.54,72.66,57.1,30.83,No,No,PhD,4.17,C
Male,5.14,85.95,98.79,33.09,78.38,26.5,Yes,No,High School,8.69,C
Female,9.13,74.35,70.31,97.74,48.06,47.07,Yes,Yes,PhD,7.21,C
Female,4.69,65.53,98.14,29.36,88.24,31.31,Yes,Yes,High School,4.03,C
Male,5.72,84.64,31.89,57.86,72.69,72.72,Yes,No,High School,8.8,C
Female,5.29,97.95,80.96,65.26,84.26,31.58,No,No,PhD,8.76,B
Male,5.03,53.75,87.16,84.29,63.4,85.19,No,Yes,Master,8.73,B
Male,7.98,48.62,33.72,34.08,46.04,85.06,Yes,Yes,PhD,8.44,D
Male,5.74,94.77,70.53,58.06,60.05,35.7,No,No,PhD,4.92,C
Female,3.85,80.14,86.14,47.48,56.7,77.82,Yes,No,Bachelor,8.89,C
Female,3.32,66.28,69.27,48.4,53.29,87.18,No,No,Bachelor,7.81,C
Female,1.34,74.4,34.47,83.41,44.85,63.11,No,Yes,Master,7.2,C
Male,6.25,84.74,78.54,25.41,83.14,42.97,No,Yes,Bachelor,8.71,C
Female,3.07,86.38,34.24,81.18,36.04,49.69,Yes,Yes,High School,5.91,D
Male,2.33,95.19,87.22,85.78,92.13,80.76,Yes,Yes,Bachelor,8.66,A
Female,6.88,65.61,33.01,92.6,42.25,36.4,Yes,No,PhD,7.03,D
Male,7.13,57.6,39.62,72.02,98.59,40.1,Yes,No,High School,6.9,B
Male,7.77,78.38,49.26,50.01,99.19,24.47,No,No,PhD,7.23,C
Male,5.53,64.94,74.34,57.04,57.89,45.91,Yes,No,High School,7.77,C
Female,9.05,75.68,98.35,97.73,99.15,17.79,No,Yes,PhD,6.22,A
Male,9.43,65.2,38.25,91.09,90.83,38.89,Yes,No,High School,8.9,B
Male,8.27,49.18,39.99,59.76,35.77,43.61,Yes,No,Master,4.44,D
Male,6.72,68.17,55.82,95.73,96.31,32.99,No,Yes,PhD,8.57,B
Male,3.73,81.46,88.54,86.72,32.98,19.12,No,No,PhD,7.29,C
Male,9.85,87.96,62.71,92.58,42.73,56.95,Yes,Yes,High School,8.55,C
Male,3.47,69.6,52.51,76.22,70.92,87.86,No,No,PhD,5.84,B
Female,2.82,49.91,69.28,89.32,35.65,40.21,Yes,No,Master,8.14,C
Female,4.98,64.88,48.24,91.88,41.32,31.31,No,Yes,PhD,7.08,C
Male,1.51,87.18,58.08,31.9,96.74,35.65,Yes,Yes,Master,8.16,C
Female,9.81,64.77,53.28,97.39,99.63,87.57,Yes,Yes,Bachelor,5.63,A
Female,6.3,81.79,86.29,50.02,85.87,57.5,Yes,Yes,Bachelor,8.59,B
Male,6.01,70.43,94.7,57.99,66.06,21.77,No,No,Bachelor,8.62,C
Male,6.9,54.47,83.17,84.39,93.02,73.83,Yes,Yes,Master,6.37,B
Male,5.47,87.77,60.74,74.87,37.83,23.89,No,No,Master,6.0,C
Female,1.29,45.05,65.3,91.98,96.0,15.42,Yes,No,High School,6.88,B
Male,6.51,71.49,38.76,55.04,54.61,33.01,Yes,No,PhD,5.0,D
Female,7.45,52.53,82.28,53.0,90.3,25.13,Yes,Yes,Master,6.48,C
Male,4.75,44.02,71.75,27.38,76.79,64.45,Yes,No,High School,8.48,C
Female,7.82,70.18,93.17,59.7,97.22,53.61,Yes,Yes,Bachelor,5.83,B
Male,3.04,69.97,44.04,79.31,90.53,75.17,Yes,Yes,PhD,7.68,B
Male,2.99,82.41,83.18,47.59,92.15,56.04,Yes,No,Master,7.12,B
Female,2.45,84.69,77.93,59.7,74.22,47.71,Yes,No,High School,5.31,C
Female,4.35,83.67,48.61,41.45,88.32,57.36,No,No,High School,6.66,C
Female,8.62,64.57,76.72,82.96,83.0,49.1,No,No,Master,8.26,B
Female,8.45,77.9,94.71,29.54,41.31,13.34,No,No,Bachelor,6.77,D
Female,4.45,74.62,94.29,77.9,75.4,71.26,No,No,High School,7.48,B
Female,6.3,65.29,80.37,53.42,40.37,96.59,No,Yes,Master,7.88,C
Male,7.49,75.83,33.37,28.12,90.86,47.98,No,No,Master,4.25,C
Female,3.17,96.83,91.06,89.01,34.62,48.14,Yes,Yes,High School,4.26,C
Male,2.51,51.57,76.04,61.58,99.09,14.12,Yes,No,PhD,4.57,B
Male,9.75,94.35,51.73,69.95,58.04,90.13,No,No,PhD,4.82,C
Female,6.56,43.21,43.11,79.9,41.94,93.62,No,Yes,PhD,8.06,C
Male,9.83,58.5,38.13,74.13,95.5,83.18,Yes,No,High School,6.18,B
Female,4.04,57.29,33.52,79.81,33.18,19.57,Yes,Yes,High School,4.93,D
Female,7.33,77.58,82.79,82.17,62.91,91.02,No,Yes,Master,6.66,B
Male,3.0,47.87,46.51,69.19,83.92,12.16,Yes,No,Master,7.82,C
Male,3.35,92.94,31.7,52.42,52.17,50.01,Yes,No,Master,4.7,D
Female,5.61,89.71,57.81,43.24,67.02,55.06,No,No,Bachelor,5.72,C
Female,3.88,79.12,63.78,92.72,79.03,85.06,No,Yes,Bachelor,4.97,B
Male,2.51,67.5,41.85,97.74,96.64,77.58,No,Yes,PhD,7.23,B
Male,3.37,95.98,33.08,51.82,37.19,81.74,Yes,Yes,Master,4.68,D
Male,1.32,89.84,43.24,33.42,41.01,88.11,No,No,High School,7.91,D
Male,7.34,69.96,77.54,41.69,65.62,52.85,Yes,No,Master,5.04,C
Female,5.43,82.11,35.76,75.3,59.29,80.22,No,No,Master,4.29,C
Female,1.85,74.02,68.85,37.97,58.76,16.12,No,Yes,PhD,8.55,D
Female,2.55,75.28,40.25,83.51,50.79,50.01,No,No,Bachelor,5.67,C
Female,1.92,59.86,43.7,94.23,69.25,12.71,No,Yes,Master,6.51,C
Male,6.51,67.73,57.52,97.27,91.83,92.38,Yes,No,High School,4.5,B
Male,1.85,44.69,37.06,25.7,41.26,96.26,No,Yes,PhD,6.4,D
Female,7.79,61.44,42.12,96.86,45.07,17.55,No,No,Bachelor,5.11,C
Female,1.18,81.75,54.43,80.51,76.96,57.94,No,Yes,Master,8.2,B
Female,3.24,97.19,53.08,31.3,33.93,39.26,No,No,Bachelor,7.57,D
Female,9.02,97.78,82.45,56.14,77.16,40.83,No,Yes,High School,7.32,B
Female,7.47,73.34,35.23,77.5,52.01,50.56,No,No,High School,7.91,C
Female,1.66,76.4,90.23,96.75,55.05,21.26,Yes,Yes,Master,5.47,B
Female,8.39,51.14,87.14,37.31,58.39,26.27,No,Yes,PhD,6.27,D
Female,5.44,81.72,83.62,34.58,54.47,61.96,No,Yes,PhD,4.43,C
Female,8.62,44.24,51.66,60.43,88.88,11.69,No,Yes,PhD,4.34,C
Male,6.41,57.08,87.6,97.61,96.22,63.98,Yes,No,PhD,5.65,A
Female,7.14,80.1,42.8,97.85,68.36,38.7,Yes,Yes,PhD,8.11,C
Male,9.94,58.62,38.71,42.09,70.73,84.9,Yes,Yes,Master,6.99,C
Male,3.09,42.99,33.15,48.95,34.93,64.0,No,No,Bachelor,6.12,D
Female,6.62,89.91,95.75,93.1,79.92,73.73,No,No,High School,8.83,A
Female,5.14,58.62,51.56,80.11,70.89,20.3,No,No,Master,6.21,C
Male,1.36,43.79,94.23,97.92,33.53,33.93,Yes,No,High School,6.34,C
Male,1.13,44.49,49.08,91.99,43.89,99.7,No,Yes,Master,8.96,C
Female,2.07,55.11,93.53,41.13,44.14,49.03,Yes,Yes,Master,4.66,D
Male,6.84,50.68,93.28,81.98,41.97,42.3,No,No,High School,5.28,C
Female,6.1,86.46,94.66,28.64,76.11,88.65,Yes,No,Master,6.27,B
Female,5.98,59.3,64.73,86.34,94.99,12.98,No,Yes,Master,6.86,B
Female,1.29,88.28,90.62,70.12,83.41,58.13,Yes,No,Master,4.74,B
Male,5.22,50.43,96.55,96.71,63.42,28.92,No,No,Master,5.64,B
Male,9.32,69.57,52.72,97.0,58.28,43.13,Yes,No,Master,5.1,C
Female,4.58,81.28,59.32,28.81,57.05,27.98,No,Yes,PhD,8.25,D
Male,6.62,79.12,80.35,37.04,72.09,13.4,No,No,Master,8.17,C
Male,8.02,76.07,51.03,61.32,55.15,47.49,Yes,Yes,Master,5.2,C
Male,8.06,95.49,82.77,90.96,45.83,81.03,Yes,Yes,Master,6.17,B
Male,5.67,53.71,35.17,86.08,72.2,95.68,No,No,Bachelor,7.26,C
Male,8.72,69.62,66.64,97.33,57.35,66.15,Yes,No,Master,4.24,B
Male,4.52,93.04,38.56,71.36,30.99,45.0,Yes,No,Master,8.42,D
Male,9.0,44.67,50.53,44.24,31.56,79.29,No,Yes,Bachelor,6.56,D
Female,3.16,43.35,48.1,26.88,49.19,55.47,No,No,Bachelor,5.13,D
Male,3.52,54.0,88.73,41.72,65.87,43.09,Yes,No,High School,5.98,C
Male,1.48,77.98,43.55,75.65,54.8,26.12,Yes,Yes,High School,8.51,C
Male,8.16,55.59,86.59,94.47,31.68,81.65,Yes,Yes,High School,4.12,C
Male,4.75,51.41,85.58,49.07,45.62,55.04,No,No,High School,4.71,C
Male,3.06,67.53,64.92,90.68,36.75,96.74,No,Yes,Bachelor,4.96,C
Male,3.09,76.82,46.37,54.62,96.4,82.17,No,No,High School,4.3,B
Male,9.11,54.91,45.88,48.12,51.9,47.8,No,Yes,Master,5.13,D
Male,8.51,58.04,62.54,63.16,31.03,76.68,No,Yes,Bachelor,8.09,D
Female,5.98,76.81,30.62,58.17,76.24,50.81,No,No,PhD,6.64,C
Male,6.54,96.74,67.19,93.53,46.27,17.19,Yes,No,Master,7.03,C
Male,5.27,80.48,96.69,60.12,69.67,56.5,Yes,No,PhD,4.78,B
Male,4.52,86.97,40.83,45.8,40.55,87.92,Yes,No,High School,5.39,D
Male,9.24,62.01,70.13,88.19,98.88,86.99,No,Yes,High School,8.59,A
Female,2.13,56.34,97.32,99.91,97.92,61.75,Yes,Yes,Master,5.05,A
Female,4.77,67.26,90.24,73.61,75.92,44.2,No,No,High School,8.53,B
Female,4.1,88.43,89.53,43.78,79.5,10.91,Yes,No,High School,7.32,C
Female,5.48,67.38,87.53,42.91,59.81,38.03,No,No,High School,6.51,C
Female,5.12,90.8,51.63,29.33,97.35,99.08,Yes,Yes,High School,4.87,B
Female,5.67,99.33,92.34,30.8,59.66,75.38,No,Yes,PhD,7.37,C
Female,2.26,44.32,95.89,93.62,46.76,74.58,No,No,Master,8.43,B
Female,5.62,42.72,64.71,32.24,38.08,78.5,No,Yes,High School,4.8,D
Female,3.18,48.98,54.82,61.33,44.57,65.81,Yes,No,PhD,4.03,D
Female,2.66,63.06,59.0,77.36,70.05,62.73,Yes,No,Bachelor,7.7,C
Female,1.58,47.86,53.39,88.78,47.16,50.83,Yes,Yes,Master,7.0,C
Female,7.86,92.24,44.87,37.85,75.8,49.95,Yes,Yes,Master,6.52,C
Female,4.85,41.39,73.29,57.83,56.75,88.38,No,No,Bachelor,6.28,C
Female,6.64,58.95,69.38,43.86,92.08,45.41,No,No,High School,6.49,C
Female,7.55,51.08,62.38,44.19,69.09,85.63,Yes,No,Master,5.87,C
Female,7.11,95.89,36.71,47.79,73.58,85.4,No,Yes,Bachelor,4.41,C
Male,5.23,80.17,85.78,69.03,68.96,79.38,No,No,Bachelor,7.88,B
Female,4.49,94.72,42.25,26.24,91.99,13.39,Yes,No,PhD,6.34,C
Male,4.38,98.34,38.02,55.66,34.44,23.32,No,Yes,Bachelor,8.12,D
Female,6.76,69.83,73.61,39.01,34.71,38.32,Yes,No,Master,8.91,D
Female,5.45,54.06,57.91,97.53,79.12,86.28,Yes,Yes,Bachelor,4.86,B
Male,8.64,51.62,34.19,68.7,83.76,88.59,Yes,No,Bachelor,7.97,C
Female,8.87,53.38,54.89,90.11,60.35,13.74,No,No,Bachelor,8.89,C
Male,2.54,82.52,84.02,39.68,54.66,39.23,Yes,No,Master,7.62,C
Male,2.23,42.43,73.07,85.75,49.46,86.53,Yes,No,Bachelor,5.23,C
Male,6.67,43.08,55.4,56.11,46.41,32.47,Yes,Yes,PhD,8.48,D
Female,3.71,76.49,43.43,38.33,93.84,97.84,No,Yes,Master,7.97,C
Female,1.17,78.52,74.23,82.09,50.66,54.04,No,Yes,PhD,6.25,C
Female,9.0,79.92,92.13,82.15,75.37,94.36,No,Yes,PhD,6.86,B
Male,3.04,62.31,75.24,99.69,85.1,48.59,No,Yes,Master,7.61,B
Male,9.36,88.36,86.9,83.57,31.54,39.14,No,Yes,Bachelor,4.62,C
Female,7.46,72.02,66.51,35.9,32.37,42.62,No,No,High School,8.63,D
Female,7.86,46.33,80.26,49.19,53.32,89.59,Yes,Yes,Master,8.94,C
Female,2.81,87.83,92.74,58.88,78.72,39.76,No,No,Bachelor,5.65,B
Female,3.11,97.18,84.12,34.5,48.26,70.24,No,No,Master,7.58,C
Female,5.69,43.6,93.69,84.1,30.1,52.29,Yes,Yes,Bachelor,6.11,C
Male,2.55,63.48,60.18,64.5,50.17,94.75,Yes,Yes,Bachelor,4.14,C
Male,3.75,69.25,93.3,95.83,36.31,24.34,No,Yes,High School,8.79,C
Male,3.89,48.79,73.51,69.2,45.36,48.58,No,Yes,Master,4.71,C
Female,2.44,92.06,90.9,64.22,53.32,21.22,No,No,Master,4.37,C
Male,2.85,57.05,32.76,30.36,38.96,62.03,Yes,Yes,Master,8.19,F
Male,8.1,86.98,76.05,36.2,79.45,46.26,Yes,Yes,PhD,4.17,C
Male,2.5,80.26,89.36,88.71,47.91,15.48,Yes,No,Master,7.44,C
Male,1.26,75.88,42.19,99.3,76.28,86.49,Yes,No,PhD,8.65,B
Male,6.66,51.53,76.33,56.14,71.93,43.8,Yes,Yes,PhD,6.03,C
Female,9.78,53.24,87.75,85.76,92.86,54.43,No,Yes,Bachelor,4.34,B
Male,3.98,42.84,50.16,72.07,36.16,46.68,No,Yes,PhD,5.09,D
Female,2.07,54.44,58.37,96.93,45.02,53.98,No,No,Master,8.74,C
Female,6.13,60.73,69.87,42.86,90.56,11.47,No,No,High School,6.33,C
Female,9.16,89.99,66.34,65.86,87.55,83.39,No,Yes,Master,6.71,B
Female,8.06,61.98,32.74,55.66,43.45,39.91,Yes,No,Bachelor,4.78,D
Female,6.6,85.28,36.91,65.63,37.54,75.2,Yes,Yes,Bachelor,8.59,D
Male,3.84,66.37,37.03,45.16,89.94,15.84,Yes,No,PhD,6.59,C
Male,5.88,87.09,48.36,62.33,42.47,57.14,Yes,Yes,Bachelor,6.64,D
Female,1.82,98.58,47.21,71.86,90.98,91.79,No,Yes,Bachelor,6.88,B
Female,7.11,54.39,81.96,31.09,97.28,45.84,No,Yes,PhD,7.84,C
Female,7.53,91.74,70.09,80.72,45.46,27.75,Yes,Yes,PhD,5.01,C
Male,9.69,77.31,83.48,77.99,88.83,18.92,No,No,Bachelor,8.71,B
Female,3.34,89.04,34.89,91.03,59.67,87.32,Yes,No,Master,4.88,C
Male,1.17,79.1,63.96,56.94,85.21,31.49,No,Yes,Master,4.99,C
Female,5.91,65.44,52.66,29.63,58.52,97.76,No,No,PhD,4.06,D
Male,7.36,53.68,89.5,59.61,34.93,32.3,No,Yes,Bachelor,4.1,D
Female,8.11,44.2,79.55,35.32,79.89,53.29,Yes,Yes,Bachelor,6.14,C
Male,2.74,72.13,90.85,73.56,40.55,51.22,No,No,Master,4.91,C
